id	filename	md5	size	state
40a40b43-142a-4041-beac-e4c55dfab09d	91c07e4a-3521-4f9c-a1ad-ba8c677a7c98.mirbase21.isoforms.quantification.txt	d946c2b50838d65faae1b574e4bce6f9	307697	live
2370512a-bdd1-4554-b5e2-421e4a44c5a1	07a10aa5-fb68-4d78-b02c-f1456e297f4f.mirbase21.isoforms.quantification.txt	266cff0bb582c99d41a60f70c23a1e75	351732	live
85f0797e-1d52-461e-a9f0-519c26908a04	32100d21-e578-43a9-9e7e-0a59069fd6bf.mirbase21.isoforms.quantification.txt	fc0e3b94f3b930a2626fbdefc7d9122b	318305	live
30cf8b89-708a-40df-9d4e-72eab593ac13	44ad6046-e17a-4655-bb58-3c778930e938.mirbase21.isoforms.quantification.txt	c53c5072ba921135f690bba1169c0ca4	280807	live
aeecfc69-fdf7-450c-b374-0f7a21c74da5	caad916f-d439-4849-a3a5-e29dcd54cd43.mirbase21.isoforms.quantification.txt	bbaf8b8a70ff750ceecf94d0946c1143	316517	live
cf2846db-c45a-4fd4-a88d-7502c837ad09	7888df2c-7336-4256-a863-4a38cf4471c3.mirbase21.isoforms.quantification.txt	c9fb4181079f9f3c822886ada3131140	347780	live
e647487d-2457-4219-ae62-429deda7b190	2dfc2f5f-3400-4f0d-be2e-25f646d08958.mirbase21.isoforms.quantification.txt	c704f8a7047e665794846dba8e6ab5c3	308059	live
9f6c7b41-0604-4c83-9e78-654c8bfdb2c0	ca17208e-35a3-4156-bca7-9e134d872bb8.mirbase21.isoforms.quantification.txt	b879f4bee128966bdec80c8a2ba96fc9	361720	live
b22ccb70-0343-4c64-9e60-baded1070659	8da3699a-be12-462f-b5e6-06d1b57bff4e.mirbase21.isoforms.quantification.txt	a3cfe24c2aafcaf4bb88e78073a84040	323806	live
9134f085-9aae-4fbd-affe-e50708da708c	64cf1660-e7e0-4eed-811f-4dae145134ce.mirbase21.isoforms.quantification.txt	2779f77d10f462edfeba71dcd3ce39a3	323047	live
355b7233-330d-43ee-954f-7f091d282d4a	54a07c50-39fc-486b-8098-c7add372def7.mirbase21.isoforms.quantification.txt	abb8152ffdfd811f7b1b0a373d0c200e	371939	live
c5dbde1d-ca9b-44cf-98ba-78cb8786b588	e4d4d649-3cbb-450f-ae97-d34b21f43435.mirbase21.isoforms.quantification.txt	57b29a6331341dff90cfd2d3d760bd82	345516	live
cf2a05a2-567f-41d9-a37a-af04492ec54c	78b783b1-c2eb-4b94-9765-b4b8bf3776e0.mirbase21.isoforms.quantification.txt	b4cb93d58dc3caf4578fc4390e9d737a	372053	live
d5f2ffdf-f370-431f-8f85-76f001143875	812d4342-28b2-4af5-b47e-7897475693bc.mirbase21.isoforms.quantification.txt	bbfe5945f0dbe1fe5ab7c889836e2b98	278705	live
eaf73777-8b3a-490e-bbbd-09d0f1218d24	2ab22567-023f-4e2b-80a5-00c7d58f4716.mirbase21.isoforms.quantification.txt	b574f8d5c94d639a914d6ec693b39547	428585	live
60b4a9be-445a-41d0-9901-3eefccde84aa	6ed4a3e1-7ef1-4174-af0f-45228711ac54.mirbase21.isoforms.quantification.txt	b52d15320afab98f6cc2926c9e19e9af	313306	live
